sequence,post_id,status,title,slug,url,post_date,audit_status,revised_title,mother_category,main_category,subcategory,subcategory_slug,canonical_sequence,audit_note
212,3418,publish,کوانتوم در باکتری‌ها؛ از فتوسنتز تا حس‌کردن میدان,quantum-bacteria,https://qpedia.ir/quantum-bacteria/,2026-09-21 09:14:55,حفظ,کوانتوم در باکتری‌ها؛ از فتوسنتز تا حس‌کردن میدان,کوانتوم در علم، فناوری و جامعه,شیمی، زیست‌شناسی و پزشکی کوانتومی,زیست‌شناسی کوانتومی,quantum-biology,,
213,3420,publish,کوانتوم در ویروس‌ها؛ علم مولکولی یا برچسبی گمراه‌کننده؟,quantum-viruses,https://qpedia.ir/quantum-viruses/,2026-09-21 09:14:55,حفظ,کوانتوم در ویروس‌ها؛ علم مولکولی یا برچسبی گمراه‌کننده؟,کوانتوم در علم، فناوری و جامعه,شیمی، زیست‌شناسی و پزشکی کوانتومی,زیست‌شناسی کوانتومی,quantum-biology,,
214,3422,publish,حالت GHZ؛ درهم‌تنیدگی چندذره‌ای بدون راه فرار کلاسیک,ghz-state,https://qpedia.ir/ghz-state/,2026-09-21 09:14:55,حفظ,حالت GHZ؛ درهم‌تنیدگی چندذره‌ای بدون راه فرار کلاسیک,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,برهم‌نهی، درهم‌تنیدگی و همدوسی,superposition-entanglement-coherence,,
215,3424,publish,پارادوکس هاردی؛ ناموضعیت بدون نامساوی بل,hardy-paradox,https://qpedia.ir/hardy-paradox/,2026-09-21 04:49:09,حفظ,پارادوکس هاردی؛ ناموضعیت بدون نامساوی بل,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,برهم‌نهی، درهم‌تنیدگی و همدوسی,superposition-entanglement-coherence,,
216,3426,publish,زمینه‌مندی کوانتومی؛ چرا نتیجه را نمی‌توان مستقل از شیوه اندازه‌گیری دانست؟,quantum-contextuality,https://qpedia.ir/quantum-contextuality/,2026-09-21 09:14:55,حفظ,زمینه‌مندی کوانتومی؛ چرا نتیجه را نمی‌توان مستقل از شیوه اندازه‌گیری دانست؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اندازه‌گیری، احتمال و عدم‌قطعیت,measurement-probability-uncertainty,,
217,3428,publish,گربهٔ چشایر کوانتومی؛ آیا ویژگی واقعاً از ذره جدا می‌شود؟,quantum-cheshire-cat,https://qpedia.ir/quantum-cheshire-cat/,2026-09-21 09:14:55,حفظ,گربهٔ چشایر کوانتومی؛ آیا ویژگی واقعاً از ذره جدا می‌شود؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اثرها و پدیده‌های کوانتومی,quantum-effects-phenomena,,
218,3430,publish,پارادوکس سه جعبه؛ ذره‌ای که اگر بگردیم در دو جای متفاوت پیدا می‌شود,three-box-paradox,https://qpedia.ir/three-box-paradox/,2026-09-21 02:51:33,حفظ,پارادوکس سه جعبه؛ ذره‌ای که اگر بگردیم در دو جای متفاوت پیدا می‌شود,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اثرها و پدیده‌های کوانتومی,quantum-effects-phenomena,,
219,3432,publish,منطق کوانتومی؛ چرا گزاره‌های آزمایش مانند مجموعه‌های معمولی رفتار نمی‌کنند؟,quantum-logic,https://qpedia.ir/quantum-logic/,2026-09-20 19:09:33,حفظ,منطق کوانتومی؛ چرا گزاره‌های آزمایش مانند مجموعه‌های معمولی رفتار نمی‌کنند؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اندازه‌گیری، احتمال و عدم‌قطعیت,measurement-probability-uncertainty,,
220,3434,publish,احتمال کوانتومی؛ چرا جمع دامنه‌ها با جمع احتمال‌ها فرق دارد؟,quantum-probability,https://qpedia.ir/quantum-probability/,2026-09-21 04:49:53,حفظ,احتمال کوانتومی؛ چرا جمع دامنه‌ها با جمع احتمال‌ها فرق دارد؟,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اندازه‌گیری، احتمال و عدم‌قطعیت,measurement-probability-uncertainty,,
221,3436,publish,تابش شتاب و اثر اونرو؛ آیا ناظر شتاب‌دار خلأ را گرم می‌بیند؟,acceleration-radiation,https://qpedia.ir/acceleration-radiation/,2026-09-21 09:14:55,حفظ,تابش شتاب و اثر اونرو؛ آیا ناظر شتاب‌دار خلأ را گرم می‌بیند؟,جهان کوانتومی و ساختار ماده,کیهان، گرانش و ترمودینامیک کوانتومی,گرانش کوانتومی و فضا–زمان,quantum-gravity-spacetime,,
222,3438,publish,گشتاور مغناطیسی ناهنجار؛ آزمونی میلیاردی برای نظریه ذرات,anomalous-magnetic-moment,https://qpedia.ir/anomalous-magnetic-moment/,2026-09-21 09:14:55,حفظ,گشتاور مغناطیسی ناهنجار؛ آزمونی میلیاردی برای نظریه ذرات,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,ذرات بنیادی و مدل استاندارد,elementary-particles-standard-model,,
223,3440,publish,ثابت ساختار ریز؛ عددی بی‌بُعد برای قدرت نور و ماده,fine-structure-constant,https://qpedia.ir/fine-structure-constant/,2026-09-21 09:14:54,حفظ,ثابت ساختار ریز؛ عددی بی‌بُعد برای قدرت نور و ماده,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اثرها و پدیده‌های کوانتومی,quantum-effects-phenomena,,
224,3442,publish,الکترودینامیک کوانتومی؛ نظریه‌ای که نور و بار را با دقت بی‌سابقه پیوند می‌دهد,quantum-electrodynamics,https://qpedia.ir/quantum-electrodynamics/,2026-09-20 23:01:41,حفظ,الکترودینامیک کوانتومی؛ نظریه‌ای که نور و بار را با دقت بی‌سابقه پیوند می‌دهد,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,میدان‌های کوانتومی و نیروهای بنیادی,quantum-fields-fundamental-forces,,
225,3443,publish,کرومودینامیک کوانتومی؛ چرا کوارک‌ها هرگز تنها دیده نمی‌شوند؟,quantum-chromodynamics,https://qpedia.ir/quantum-chromodynamics/,2026-09-21 09:14:54,حفظ,کرومودینامیک کوانتومی؛ چرا کوارک‌ها هرگز تنها دیده نمی‌شوند؟,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,کوارک‌ها، هادرون‌ها و نیروی قوی,quarks-hadrons-strong-force,,
226,3445,publish,نظریهٔ الکتروضعیف؛ اتحاد نور و واپاشی هسته‌ای,electroweak-theory,https://qpedia.ir/electroweak-theory/,2026-09-21 09:14:54,حفظ,نظریهٔ الکتروضعیف؛ اتحاد نور و واپاشی هسته‌ای,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,میدان‌های کوانتومی و نیروهای بنیادی,quantum-fields-fundamental-forces,,
227,3450,publish,تخمین فاز کوانتومی؛ چگونه مقدار ویژه را از فاز بیرون می‌کشیم؟,quantum-phase-estimation,https://qpedia.ir/quantum-phase-estimation/,2026-09-21 09:14:55,حفظ,تخمین فاز کوانتومی؛ چگونه مقدار ویژه را از فاز بیرون می‌کشیم؟,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
228,3452,publish,قدم‌زدن کوانتومی؛ راه‌رفتن هم‌زمان در چند مسیر,quantum-walk,https://qpedia.ir/quantum-walk/,2026-09-20 19:01:29,حفظ,قدم‌زدن کوانتومی؛ راه‌رفتن هم‌زمان در چند مسیر,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
229,3454,publish,حلگر تغییراتی کوانتومی؛ VQE چگونه انرژی مولکول را حدس می‌زند؟,variational-quantum-eigensolver,https://qpedia.ir/variational-quantum-eigensolver/,2026-09-21 09:14:55,حفظ,حلگر تغییراتی کوانتومی؛ VQE چگونه انرژی مولکول را حدس می‌زند؟,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
230,3456,publish,QAOA؛ بهینه‌سازی تقریبی با لایه‌های کوانتومی,qaoa,https://qpedia.ir/qaoa/,2026-09-21 09:14:55,حفظ,QAOA؛ بهینه‌سازی تقریبی با لایه‌های کوانتومی,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
231,3458,publish,هستهٔ کوانتومی؛ آیا نگاشت داده به فضای کیوبیت‌ها یادگیری را بهتر می‌کند؟,quantum-kernel,https://qpedia.ir/quantum-kernel/,2026-09-21 09:14:55,حفظ,هستهٔ کوانتومی؛ آیا نگاشت داده به فضای کیوبیت‌ها یادگیری را بهتر می‌کند؟,اطلاعات و فناوری کوانتومی,هوش مصنوعی و یادگیری ماشین کوانتومی,هسته‌ها و نگاشت ویژگی کوانتومی,quantum-kernels-feature-maps,,
232,3460,publish,شبکهٔ عصبی کوانتومی؛ نامی آشنا برای مدل‌هایی هنوز ناآشنا,quantum-neural-network,https://qpedia.ir/quantum-neural-network/,2026-09-21 09:14:55,حفظ,شبکهٔ عصبی کوانتومی؛ نامی آشنا برای مدل‌هایی هنوز ناآشنا,اطلاعات و فناوری کوانتومی,هوش مصنوعی و یادگیری ماشین کوانتومی,شبکه‌های عصبی و مدل‌های مولد کوانتومی,quantum-neural-generative-models,,
233,3462,publish,مدل مولد کوانتومی؛ آیا کیوبیت‌ها می‌توانند داده تازه بسازند؟,quantum-generative-model,https://qpedia.ir/quantum-generative-model/,2026-09-21 09:14:55,حفظ,مدل مولد کوانتومی؛ آیا کیوبیت‌ها می‌توانند داده تازه بسازند؟,اطلاعات و فناوری کوانتومی,هوش مصنوعی و یادگیری ماشین کوانتومی,شبکه‌های عصبی و مدل‌های مولد کوانتومی,quantum-neural-generative-models,,
234,3464,publish,یادگیری تقویتی کوانتومی؛ عامل، محیط و پاداش با کیوبیت‌ها,quantum-reinforcement-learning,https://qpedia.ir/quantum-reinforcement-learning/,2026-09-21 09:14:55,حفظ,یادگیری تقویتی کوانتومی؛ عامل، محیط و پاداش با کیوبیت‌ها,اطلاعات و فناوری کوانتومی,هوش مصنوعی و یادگیری ماشین کوانتومی,یادگیری تقویتی و بهینه‌سازی هوشمند,quantum-reinforcement-intelligent-optimization,,
235,3466,publish,زبان برنامه‌نویسی کوانتومی؛ از الگوریتم تا مدار قابل‌اجرا,quantum-programming-language,https://qpedia.ir/quantum-programming-language/,2026-09-20 19:06:11,حفظ,زبان برنامه‌نویسی کوانتومی؛ از الگوریتم تا مدار قابل‌اجرا,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,نرم‌افزار، برنامه‌نویسی و شبیه‌سازی,quantum-software-programming-simulation,,
236,3468,publish,کامپایلر کوانتومی؛ ترجمه الگوریتم به گیت‌های واقعی,quantum-compiler,https://qpedia.ir/quantum-compiler/,2026-09-21 09:14:55,حفظ,کامپایلر کوانتومی؛ ترجمه الگوریتم به گیت‌های واقعی,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,نرم‌افزار، برنامه‌نویسی و شبیه‌سازی,quantum-software-programming-simulation,,
237,3470,publish,کنترل کوانتومی؛ هدایت یک سامانه ظریف با پالس‌های دقیق,quantum-control,https://qpedia.ir/quantum-control/,2026-09-20 18:59:43,حفظ,کنترل کوانتومی؛ هدایت یک سامانه ظریف با پالس‌های دقیق,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,تصحیح خطا، کنترل و محدودیت‌ها,quantum-error-control-limitations,,
238,3472,publish,عایق توپولوژیک؛ درون عایق، روی سطح رسانا,topological-insulator,https://qpedia.ir/topological-insulator/,2026-09-21 09:14:55,حفظ,عایق توپولوژیک؛ درون عایق، روی سطح رسانا,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
239,3474,publish,نیم‌فلز ویل؛ تک‌قطبی‌های بری در یک بلور,weyl-semimetal,https://qpedia.ir/weyl-semimetal/,2026-09-21 09:14:55,حفظ,نیم‌فلز ویل؛ تک‌قطبی‌های بری در یک بلور,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
240,3476,publish,نیم‌فلز دیراک؛ وقتی دو گره ویل روی هم می‌افتند,dirac-semimetal,https://qpedia.ir/dirac-semimetal/,2026-09-21 02:52:26,حفظ,نیم‌فلز دیراک؛ وقتی دو گره ویل روی هم می‌افتند,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
241,3478,publish,فرمیون مایورانا؛ ذره‌ای که پادذرهٔ خودش است,majorana-fermion,https://qpedia.ir/majorana-fermion/,2026-09-21 09:14:55,حفظ,فرمیون مایورانا؛ ذره‌ای که پادذرهٔ خودش است,دانش بنیادی کوانتوم,ذرات، میدان‌ها و فیزیک هسته‌ای,پادماده، ماده تاریک و ذرات فرضی,antimatter-dark-matter-hypothetical-particles,,
242,3480,publish,آنیون؛ ذره‌ای که نه بوزون است و نه فرمیون,anyon,https://qpedia.ir/anyon/,2026-09-21 02:48:22,حفظ,آنیون؛ ذره‌ای که نه بوزون است و نه فرمیون,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
243,3482,publish,اثر هال کوانتومی کسری؛ وقتی الکترون‌ها شبه‌ذره می‌سازند,fractional-quantum-hall-effect,https://qpedia.ir/fractional-quantum-hall-effect/,2026-08-20 18:18:26,حفظ,اثر هال کوانتومی کسری؛ وقتی الکترون‌ها شبه‌ذره می‌سازند,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
244,3484,publish,عایق مات؛ وقتی دافعه الکترون‌ها راه جریان را می‌بندد,mott-insulator,https://qpedia.ir/mott-insulator/,2026-09-21 09:14:55,حفظ,عایق مات؛ وقتی دافعه الکترون‌ها راه جریان را می‌بندد,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
245,3486,publish,بحرانیت کوانتومی؛ نوسان‌هایی که در صفر مطلق هم خاموش نمی‌شوند,quantum-criticality,https://qpedia.ir/quantum-criticality/,2026-09-21 09:14:55,حفظ,بحرانیت کوانتومی؛ نوسان‌هایی که در صفر مطلق هم خاموش نمی‌شوند,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
246,3488,publish,گذار فاز کوانتومی؛ تغییر نظم ماده بدون گرم‌کردن,quantum-phase-transition,https://qpedia.ir/quantum-phase-transition/,2026-09-21 02:50:04,حفظ,گذار فاز کوانتومی؛ تغییر نظم ماده بدون گرم‌کردن,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مواد و فازهای توپولوژیک,topological-quantum-materials,,
247,3491,publish,الکترودینامیک کوانتومی حفره؛ وقتی یک اتم بارها با یک فوتون روبه‌رو می‌شود,cavity-qed,https://qpedia.ir/cavity-qed/,2026-09-21 09:14:55,حفظ,الکترودینامیک کوانتومی حفره؛ وقتی یک اتم بارها با یک فوتون روبه‌رو می‌شود,جهان کوانتومی و ساختار ماده,اپتیک کوانتومی و فوتونیک,نور، فوتون و برهم‌کنش نور و ماده,light-photons-light-matter,,
248,3493,publish,الکترودینامیک کوانتومی مدار؛ اتم مصنوعی روی یک تراشه,circuit-qed,https://qpedia.ir/circuit-qed/,2026-09-21 09:14:55,حفظ,الکترودینامیک کوانتومی مدار؛ اتم مصنوعی روی یک تراشه,جهان کوانتومی و ساختار ماده,اپتیک کوانتومی و فوتونیک,نور، فوتون و برهم‌کنش نور و ماده,light-photons-light-matter,,
249,3495,publish,نوسانات رابی؛ ضربان منظم میان دو حالت کوانتومی,rabi-oscillations,https://qpedia.ir/rabi-oscillations/,2026-09-21 02:53:28,حفظ,نوسانات رابی؛ ضربان منظم میان دو حالت کوانتومی,دانش بنیادی کوانتوم,مبانی فیزیک کوانتومی,اثرها و پدیده‌های کوانتومی,quantum-effects-phenomena,,
250,3497,publish,شفافیت القایی الکترومغناطیسی؛ وقتی یک لیزر راه نور دیگر را باز می‌کند,electromagnetically-induced-transparency,https://qpedia.ir/electromagnetically-induced-transparency/,2026-09-21 09:14:55,حفظ,شفافیت القایی الکترومغناطیسی؛ وقتی یک لیزر راه نور دیگر را باز می‌کند,جهان کوانتومی و ساختار ماده,اپتیک کوانتومی و فوتونیک,نور، فوتون و برهم‌کنش نور و ماده,light-photons-light-matter,,
251,3499,publish,تصویربرداری با فوتون‌های آشکارنشده؛ دیدن نمونه با نوری که دوربین نمی‌بیند,quantum-imaging-undetected-photons,https://qpedia.ir/quantum-imaging-undetected-photons/,2026-09-21 09:14:55,حفظ,تصویربرداری با فوتون‌های آشکارنشده؛ دیدن نمونه با نوری که دوربین نمی‌بیند,جهان کوانتومی و ساختار ماده,اپتیک کوانتومی و فوتونیک,تصویربرداری، میکروسکوپی و لیتوگرافی,quantum-imaging-microscopy-lithography,,
252,3501,publish,میکروسکوپ کوانتومی؛ دیدن نمونه با فوتون کمتر,quantum-microscopy,https://qpedia.ir/quantum-microscopy/,2026-08-20 18:19:52,حفظ,میکروسکوپ کوانتومی؛ دیدن نمونه با فوتون کمتر,جهان کوانتومی و ساختار ماده,اپتیک کوانتومی و فوتونیک,تصویربرداری، میکروسکوپی و لیتوگرافی,quantum-imaging-microscopy-lithography,,
253,3503,publish,ابرتفکیک کوانتومی؛ فراتررفتن از مرز کلاسیک دقیقاً یعنی چه؟,super-resolution-quantum,https://qpedia.ir/super-resolution-quantum/,2026-09-21 09:14:55,حفظ,ابرتفکیک کوانتومی؛ فراتررفتن از مرز کلاسیک دقیقاً یعنی چه؟,جهان کوانتومی و ساختار ماده,اپتیک کوانتومی و فوتونیک,تصویربرداری، میکروسکوپی و لیتوگرافی,quantum-imaging-microscopy-lithography,,
254,3505,publish,اشتراک راز کوانتومی؛ وقتی هیچ‌کس به‌تنهایی کلید را ندارد,quantum-secret-sharing,https://qpedia.ir/quantum-secret-sharing/,2026-09-21 04:50:20,حفظ,اشتراک راز کوانتومی؛ وقتی هیچ‌کس به‌تنهایی کلید را ندارد,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,پروتکل‌های اعتماد و کاربردهای رمزنگاری,quantum-trust-cryptographic-protocols,,
255,3507,publish,QKD مستقل از دستگاه؛ امنیتی که به درون جعبه اعتماد نمی‌کند,device-independent-qkd,https://qpedia.ir/device-independent-qkd/,2026-09-21 09:14:55,حفظ,QKD مستقل از دستگاه؛ امنیتی که به درون جعبه اعتماد نمی‌کند,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,رمزنگاری و توزیع کلید کوانتومی,quantum-cryptography-qkd,,
256,3509,publish,QKD مستقل از دستگاه اندازه‌گیری؛ آشکارساز می‌تواند نامطمئن باشد,measurement-device-independent-qkd,https://qpedia.ir/measurement-device-independent-qkd/,2026-09-21 09:14:55,حفظ,QKD مستقل از دستگاه اندازه‌گیری؛ آشکارساز می‌تواند نامطمئن باشد,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,رمزنگاری و توزیع کلید کوانتومی,quantum-cryptography-qkd,,
257,3511,publish,QKD میدان دوقلو؛ شکستن محدودیت برد بدون ریپیتر کوانتومی,twin-field-qkd,https://qpedia.ir/twin-field-qkd/,2026-09-21 09:14:55,حفظ,QKD میدان دوقلو؛ شکستن محدودیت برد بدون ریپیتر کوانتومی,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,رمزنگاری و توزیع کلید کوانتومی,quantum-cryptography-qkd,,
258,3513,publish,امضای دیجیتال کوانتومی؛ چگونه اصالت پیام را بدون کلید خصوصی کلاسیک بسنجیم؟,quantum-digital-signature,https://qpedia.ir/quantum-digital-signature/,2026-09-21 09:14:55,حفظ,امضای دیجیتال کوانتومی؛ چگونه اصالت پیام را بدون کلید خصوصی کلاسیک بسنجیم؟,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,پروتکل‌های اعتماد و کاربردهای رمزنگاری,quantum-trust-cryptographic-protocols,,
259,3515,publish,پول کوانتومی؛ اسکناسی که کپی‌کردنش با قوانین فیزیک محدود می‌شود,quantum-money,https://qpedia.ir/quantum-money/,2026-09-20 18:54:53,حفظ,پول کوانتومی؛ اسکناسی که کپی‌کردنش با قوانین فیزیک محدود می‌شود,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,پروتکل‌های اعتماد و کاربردهای رمزنگاری,quantum-trust-cryptographic-protocols,,
260,3517,publish,رأی‌گیری کوانتومی؛ آیا فیزیک می‌تواند انتخابات را امن‌تر کند؟,quantum-voting,https://qpedia.ir/quantum-voting/,2026-09-20 19:08:46,حفظ,رأی‌گیری کوانتومی؛ آیا فیزیک می‌تواند انتخابات را امن‌تر کند؟,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,پروتکل‌های اعتماد و کاربردهای رمزنگاری,quantum-trust-cryptographic-protocols,,
261,3519,publish,مسیریاب کوانتومی؛ فوتون را چگونه بدون خواندن پیام هدایت می‌کنیم؟,quantum-router,https://qpedia.ir/quantum-router/,2026-09-21 09:14:55,حفظ,مسیریاب کوانتومی؛ فوتون را چگونه بدون خواندن پیام هدایت می‌کنیم؟,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,شبکه، ریپیتر و اینترنت کوانتومی,quantum-networks-repeaters-internet,,
262,3521,publish,شبکهٔ کوانتومی؛ زیرساختی برای توزیع درهم‌تنیدگی,quantum-network,https://qpedia.ir/quantum-network/,2026-09-20 19:04:23,حفظ,شبکهٔ کوانتومی؛ زیرساختی برای توزیع درهم‌تنیدگی,اطلاعات و فناوری کوانتومی,ارتباطات، شبکه و امنیت کوانتومی,شبکه، ریپیتر و اینترنت کوانتومی,quantum-networks-repeaters-internet,,
263,3523,publish,رایانش کوانتومی ابری؛ دسترسی از مرورگر به یک پردازنده واقعی,quantum-cloud,https://qpedia.ir/quantum-cloud/,2026-09-20 18:26:12,حفظ,رایانش کوانتومی ابری؛ دسترسی از مرورگر به یک پردازنده واقعی,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,نرم‌افزار، برنامه‌نویسی و شبیه‌سازی,quantum-software-programming-simulation,,
264,3525,publish,الگوریتم دویچ–جوزا؛ نخستین نمایش روشن برتری در تعداد پرس‌وجو,deutsch-jozsa-algorithm,https://qpedia.ir/deutsch-jozsa-algorithm/,2026-09-21 02:54:13,حفظ,الگوریتم دویچ–جوزا؛ نخستین نمایش روشن برتری در تعداد پرس‌وجو,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
265,3527,publish,الگوریتم سایمون؛ پیدا‌کردن دوره پنهان با تداخل کوانتومی,simon-algorithm,https://qpedia.ir/simon-algorithm/,2026-09-21 09:14:54,حفظ,الگوریتم سایمون؛ پیدا‌کردن دوره پنهان با تداخل کوانتومی,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
266,3528,publish,الگوریتم برنشتاین–وزیرانی؛ بازیابی یک رشته پنهان با یک پرس‌وجو,bernstein-vazirani-algorithm,https://qpedia.ir/bernstein-vazirani-algorithm/,2026-09-20 18:25:07,حفظ,الگوریتم برنشتاین–وزیرانی؛ بازیابی یک رشته پنهان با یک پرس‌وجو,اطلاعات و فناوری کوانتومی,رایانش کوانتومی,الگوریتم‌های کوانتومی,quantum-algorithms,,
267,3531,publish,فرمیون سنگین؛ الکترونی که در جمع هزار برابر سنگین‌تر رفتار می‌کند,heavy-fermion,https://qpedia.ir/heavy-fermion/,2026-09-20 19:06:49,اصلاح عنوان,فرمیون سنگین؛ شبه‌ذره‌ای با جرم مؤثر بسیار بزرگ,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مغناطیس و سامانه‌های اسپینی,quantum-magnetism-spin-systems,,اصلاح علمی عنوان؛ موضوع مقاله حفظ می‌شود.
268,3533,publish,اثر کوندو؛ چرا مقاومت فلز در سرمای بیشتر دوباره بالا می‌رود؟,kondo-effect,https://qpedia.ir/kondo-effect/,2026-09-21 09:14:55,حفظ,اثر کوندو؛ چرا مقاومت فلز در سرمای بیشتر دوباره بالا می‌رود؟,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مغناطیس و سامانه‌های اسپینی,quantum-magnetism-spin-systems,,
269,3535,publish,یخ اسپینی؛ مغناطیسی که قانون یخ را تقلید می‌کند,spin-ice,https://qpedia.ir/spin-ice/,2026-09-21 09:14:55,حفظ,یخ اسپینی؛ مغناطیسی که قانون یخ را تقلید می‌کند,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,مغناطیس و سامانه‌های اسپینی,quantum-magnetism-spin-systems,,
270,3537,publish,اسکویید؛ حساس‌ترین حلقه برای شنیدن میدان مغناطیسی,squid,https://qpedia.ir/squid/,2026-09-20 19:05:15,اصلاح عنوان,اسکویید؛ حسگر بسیار حساس شار مغناطیسی,کوانتوم در علم، فناوری و جامعه,اندازه‌گیری، حسگرها و فناوری‌های کوانتومی,تجهیزات و زیرساخت آزمایشگاهی,quantum-laboratory-infrastructure,,اصلاح علمی عنوان؛ موضوع مقاله حفظ می‌شود.
271,3539,publish,شبکهٔ نوری؛ بلوری از نور برای به‌دام‌انداختن اتم‌ها,optical-lattice,https://qpedia.ir/optical-lattice/,2026-09-21 09:14:55,حفظ,شبکهٔ نوری؛ بلوری از نور برای به‌دام‌انداختن اتم‌ها,کوانتوم در علم، فناوری و جامعه,اندازه‌گیری، حسگرها و فناوری‌های کوانتومی,تجهیزات و زیرساخت آزمایشگاهی,quantum-laboratory-infrastructure,,
272,3541,publish,اتم ریدبرگ؛ غولی کوانتومی با الکترونی دوردست,rydberg-atom,https://qpedia.ir/rydberg-atom/,2026-09-21 09:14:55,حفظ,اتم ریدبرگ؛ غولی کوانتومی با الکترونی دوردست,کوانتوم در علم، فناوری و جامعه,اندازه‌گیری، حسگرها و فناوری‌های کوانتومی,تجهیزات و زیرساخت آزمایشگاهی,quantum-laboratory-infrastructure,,
273,3543,publish,پولارون؛ ذره‌ای که محیط را با خود می‌کشد,polaron,https://qpedia.ir/polaron/,2026-09-21 09:14:55,حفظ,پولارون؛ ذره‌ای که محیط را با خود می‌کشد,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,شبه‌ذرات و برانگیختگی‌های جمعی,quasiparticles-collective-excitations,,
274,3545,publish,اکسایتون؛ جفت الکترون–حفره‌ای که نور در ماده می‌سازد,exciton,https://qpedia.ir/exciton/,2026-09-21 09:14:55,حفظ,اکسایتون؛ جفت الکترون–حفره‌ای که نور در ماده می‌سازد,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,شبه‌ذرات و برانگیختگی‌های جمعی,quasiparticles-collective-excitations,,
275,3547,publish,پولاریتون؛ وقتی نور و ماده هویت مشترک پیدا می‌کنند,polariton,https://qpedia.ir/polariton/,2026-09-21 09:14:55,حفظ,پولاریتون؛ وقتی نور و ماده هویت مشترک پیدا می‌کنند,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,شبه‌ذرات و برانگیختگی‌های جمعی,quasiparticles-collective-excitations,,
276,3549,publish,مگنون؛ کوانتوم موج اسپینی در یک آهنربا,magnon,https://qpedia.ir/magnon/,2026-09-21 09:14:55,حفظ,مگنون؛ کوانتوم موج اسپینی در یک آهنربا,جهان کوانتومی و ساختار ماده,ماده چگال و مواد کوانتومی,شبه‌ذرات و برانگیختگی‌های جمعی,quasiparticles-collective-excitations,,
